src_ip,src_port,dst_ip,dst_port,proto,pktTotalCount,octetTotalCount,min_ps,max_ps,avg_ps,std_dev_ps,flowStart,flowEnd,flowDuration,min_piat,max_piat,avg_piat,std_dev_piat,f_pktTotalCount,f_octetTotalCount,f_min_ps,f_max_ps,f_avg_ps,f_std_dev_ps,f_flowStart,f_flowEnd,f_flowDuration,f_min_piat,f_max_piat,f_avg_piat,f_std_dev_piat,b_pktTotalCount,b_octetTotalCount,b_min_ps,b_max_ps,b_avg_ps,b_std_dev_ps,b_flowStart,b_flowEnd,b_flowDuration,b_min_piat,b_max_piat,b_avg_piat,b_std_dev_piat
192.168.170.132,34290,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.46224,1675311808.812806,0.35056591033935547,0.00011491775512695312,0.2128620147705078,0.03505659103393555,0.0629206364761419,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.46224,1675311808.812689,0.3504490852355957,0.0006029605865478516,0.21375513076782227,0.07008981704711914,0.07442794046063138,5,2224,52,2008,444.8,781.606141224594,1675311808.462355,1675311808.812806,0.3504509925842285,0.0001380443572998047,0.2128620147705078,0.08761274814605713,0.08119969163211216
192.168.170.132,34304,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.467437,1675311808.832845,0.36540794372558594,9.989738464355469e-05,0.23268413543701172,0.036540794372558597,0.06858854406000837,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.467437,1675311808.832741,0.36530399322509766,0.00048089027404785156,0.23351788520812988,0.07306079864501953,0.08257751505977651,5,2224,52,2008,444.8,781.606141224594,1675311808.467537,1675311808.832845,0.3653080463409424,0.0001308917999267578,0.23268413543701172,0.0913270115852356,0.08980028767394618
192.168.170.132,34320,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.472198,1675311808.856649,0.38445091247558594,7.581710815429688e-05,0.2574000358581543,0.03844509124755859,0.07575995111812443,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.472198,1675311808.856573,0.38437509536743164,0.0005249977111816406,0.25826311111450195,0.07687501907348633,0.09281368745814984,5,2224,52,2008,444.8,781.606141224594,1675311808.472297,1675311808.856649,0.3843519687652588,0.00011992454528808594,0.2574000358581543,0.0960879921913147,0.10043961579482932
192.168.170.132,34334,192.168.170.133,80,6,11,2627,52,2008,238.8181818181818,559.9546764421399,1675311808.476654,1675311808.904934,0.4282798767089844,8.58306884765625e-05,0.3050248622894287,0.04282798767089844,0.08971094702661768,6,403,52,135,67.16666666666667,30.476311383688735,1675311808.476654,1675311808.904848,0.4281940460205078,0.0006749629974365234,0.3059358596801758,0.08563880920410157,0.11199036041626866,5,2224,52,2008,444.8,781.606141224594,1675311808.476796,1675311808.904934,0.42813801765441895,0.00011205673217773438,0.3050248622894287,0.10703450441360474,0.12059067765829873
192.168.170.132,34344,192.168.170.133,80,6,11,1142,52,352,103.81818181818181,106.64624460150158,1675311808.618426,1675311808.905592,0.28716588020324707,2.7894973754882812e-05,0.18549704551696777,0.02871658802032471,0.05596144201880266,6,574,52,306,95.66666666666667,94.10927454589986,1675311808.618426,1675311808.905464,0.28703784942626953,2.7894973754882812e-05,0.1858820915222168,0.057407569885253903,0.06815876234611606,5,568,52,352,113.6,119.24026165687494,1675311808.618502,1675311808.905592,0.2870900630950928,8.392333984375e-05,0.18549704551696777,0.0717725157737732,0.07747232750072733
192.168.170.132,34350,192.168.170.133,80,6,11,1140,52,352,103.63636363636364,106.30254655914258,1675311808.648573,1675311808.91568,0.2671070098876953,2.5033950805664062e-05,0.16526317596435547,0.026710700988769532,0.0504035128373935,6,572,52,304,95.33333333333333,93.36428058357698,1675311808.648573,1675311808.915536,0.26696300506591797,2.5033950805664062e-05,0.16575098037719727,0.05339260101318359,0.060740974425597345,5,568,52,352,113.6,119.24026165687494,1675311808.64866,1675311808.91568,0.26701998710632324,0.00010085105895996094,0.16526317596435547,0.06675499677658081,0.07020069407267453
192.168.170.132,34356,192.168.170.133,80,6,11,1144,52,352,104.0,106.99192832766745,1675311808.67445,1675311808.936706,0.2622561454772949,8.511543273925781e-05,0.15856313705444336,0.02622561454772949,0.04863001109774304,6,576,52,308,96.0,94.85427419643953,1675311808.67445,1675311808.936603,0.26215314865112305,0.00024390220642089844,0.15917301177978516,0.05243062973022461,0.05826744079206956,5,568,52,352,113.6,119.24026165687494,1675311808.674535,1675311808.936706,0.26217103004455566,0.00010180473327636719,0.15856313705444336,0.06554275751113892,0.06793766431596197
192.168.170.132,34370,192.168.170.133,80,6,11,1140,52,352,103.63636363636364,106.30254655914258,1675311808.698453,1675311808.960798,0.2623450756072998,8.392333984375e-05,0.15882492065429688,0.02623450756072998,0.04871072725537696,6,572,52,304,95.33333333333333,93.36428058357698,1675311808.698453,1675311808.960714,0.26226115226745605,0.00031304359436035156,0.1593790054321289,0.05245223045349121,0.05836080157820885,5,568,52,352,113.6,119.24026165687494,1675311808.698538,1675311808.960798,0.26225996017456055,0.0001289844512939453,0.15882492065429688,0.06556499004364014,0.06805930093464083
192.168.170.132,34374,192.168.170.133,80,6,11,1142,52,352,103.81818181818181,106.64624460150158,1675311808.700594,1675311808.986607,0.286013126373291,1.0967254638671875e-05,0.18444514274597168,0.028601312637329103,0.05568560304152599,6,574,52,306,95.66666666666667,94.10927454589986,1675311808.700594,1675311808.986411,0.28581714630126953,1.0967254638671875e-05,0.18497991561889648,0.057163429260253903,0.06789456765895899,5,568,52,352,113.6,119.24026165687494,1675311808.700655,1675311808.986607,0.285952091217041,0.00010395050048828125,0.18444514274597168,0.07148802280426025,0.07709707371271073
192.168.170.132,34380,192.168.170.133,80,6,11,1144,52,352,104.0,106.99192832766745,1675311808.70837,1675311809.010716,0.30234599113464355,2.7894973754882812e-05,0.19862914085388184,0.030234599113464357,0.05962609647197759,6,576,52,308,96.0,94.85427419643953,1675311808.70837,1675311809.010534,0.30216407775878906,2.7894973754882812e-05,0.19936800003051758,0.060432815551757814,0.0731126592325632,5,568,52,352,113.6,119.24026165687494,1675311808.708552,1675311809.010716,0.30216407775878906,0.0001308917999267578,0.19862914085388184,0.07554101943969727,0.08247430713939795
